Enkät,Enkätkategori,Enkätkategori.1,Kursens ämnesinnehåll har gett mig möjlighet att uppnå kursens lärandemål.,"Kursens olika undervisnings- och arbetsformer har varit relevanta i relation till kursens lärandemål. Till undervisnings- och arbetsformer räknas till exempel föreläsningar, seminarier, laborationer, basgrupper, handledning, projekt och lektioner.",Kursens examinerande moment har varit relevanta i relation till kursens lärandemål.,Kursens pedagogiska genomförande har varit till stöd för mitt lärande.,"Anser du att kursens innehåll, genomförande och examination stämmer med kursplanen?",Vilket helhetsbetyg ger du kursen?,course_code
Artificial Intelligence - Principles and Techniques (Co-learning) (TNM096 2020-06-01 Nor 1087024),2020,VT,4.73,4.73,4.55,4.36,4.8,4.64,TNM096
Artificial Intelligence (Co-learning) (TDDC17 2020-10-26 Lin 1087206),2020,HT,3.75,3.56,3.73,3.15,3.87,3.16,TDDC17
Artificial Intelligence for Interactive Media (Co-learning) (TNM095 2020-10-26 Nor 1087101),2020,HT,4.64,4.36,4.67,4.2,4.46,4.4,TNM095
Artificiell intelligens - projekt (TDDD92 2021-01-11 Lin 988834),2020,HT,4.18,3.83,3.92,3.27,4.0,3.5,TDDD92
Artificiell intelligens (729G78 2021-01-11 Lin 934046),2020,HT,4.29,4.67,4.67,3.61,4.56,4.11,729G78
Assembly Technology (Co-learning) (TMPS22 2021-01-11 Lin 1087895),2020,HT,3.5,3.17,3.83,2.83,3.8,3.33,TMPS22
Associationsrätt (747G70 2020-09-07 Lin 934499),2020,HT,4.18,4.29,4.53,3.76,4.2,3.82,747G70
Associationsrätt med ekonomisk inriktning (747G64 2020-06-01 Lin 934555),2020,VT,3.67,3.83,3.5,3.33,3.71,3.5,747G64
Associationsrätt med Europainriktning (Samläsning) (747G65 2020-06-01 Lin 1087804),2020,VT,3.25,3.0,3.0,3.0,3.67,2.75,747G65
"Associationsrätt, grundkurs (747G57 2020-04-27 Lin 920129)",2020,VT,4.5,4.5,5.0,4.5,4.5,4.5,747G57
Astronomy and Geophysics (Co-learning) (TFYA60 2021-01-11 Lin 1087624),2020,HT,4.8,3.6,4.4,4.2,4.4,4.4,TFYA60
"Att analysera, designa och utveckla undervisning – ett ämnesdidaktiskt perspektiv (Samläsning) (950A07, 949A22 2020-06-01 Lin 799906)",2020,VT,4.5,4.5,5.0,5.0,4.5,4.5,950A07
"Att analysera, designa och utveckla undervisning – ett ämnesdidaktiskt perspektiv (Samläsning) (950A07, 949A22 2020-06-01 Lin 799906)",2020,VT,4.5,4.5,5.0,5.0,4.5,4.5,949A22
Att arbeta med historiska arkiv (751G39 2021-01-18 Vad 931349),2020,HT,4.88,4.5,5.0,4.62,4.75,4.62,751G39
Att designa projektansökan (775A03 2020-06-01 Nor 919630),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,775A03
Att forska om välfärd och rättigheter (745A67 2020-06-01 Nor 1100014),2020,VT,5.0,4.0,5.0,4.0,5.0,5.0,745A67
Att integrera vetenskap och gestaltning (775A33 2020-06-01 Nor 922634),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,775A33
Att kommunicera på tyska (715G26 2021-01-18 Lin 930723),2020,HT,5.0,5.0,5.0,5.0,5.0,5.0,715G26
Att leda lärprocesser (911G15 2020-06-01 Lin 890609),2020,VT,4.5,3.83,4.33,3.33,4.33,4.0,911G15
Att leda och handleda didaktiska processer (Samläsning) (9KPA08 2020-03-23 Lin 1087935),2020,VT,4.33,4.0,4.0,3.67,4.0,3.67,9KPA08
Att leda och handleda didaktiska processer (Samläsning) (9KPA08 2020-03-23 Lin 1097919),2020,VT,3.75,3.0,3.75,3.12,3.88,3.12,9KPA08
Att leda och handleda didaktiska processer (Samläsning) (9KPA08 2020-06-01 Lin 1087909),2020,VT,4.0,4.0,4.4,4.2,4.4,4.2,9KPA08
Att leda och handleda didaktiska processer (Samläsning) (9KPA08 2020-06-01 Lin 1097927),2020,VT,4.0,3.0,3.33,3.0,3.5,3.0,9KPA08
Att lyssna på barn: Barns perspektiv och barnperspektiv (736G05 2021-01-18 Lin 931444),2020,HT,4.57,4.29,4.71,4.57,4.86,4.29,736G05
"Att möta människor som lider av psykisk ohälsa, del 1 (8PYA05 2020-05-25 Jön 938975)",2020,VT,4.0,3.0,5.0,2.0,4.0,4.0,8PYA05
"Att möta människor som lider av psykisk ohälsa, del 1 (8PYA05 2020-05-25 Kar 938977)",2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,8PYA05
"Att möta människor som lider av psykisk ohälsa, del 1 (8PYA05 2020-05-25 Lin 938973)",2020,VT,4.33,4.0,4.0,3.67,3.67,3.33,8PYA05
"Att möta människor som lider av psykisk ohälsa, del 1 (8PYA05 2020-05-25 Ort 938983)",2020,VT,4.0,3.67,4.0,3.67,4.0,3.67,8PYA05
"Att möta människor som lider av psykisk ohälsa, del 1 (8PYA05 2020-05-25 Öre 938979)",2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,8PYA05
"Att möta människor som lider av psykisk ohälsa, del 1 (VFU) (8PYA05 2020-02-03 Jön 938975)",2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,8PYA05
"Att möta människor som lider av psykisk ohälsa, del 1 (VFU) (8PYA05 2020-02-03 Kar 938977)",2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,8PYA05
"Att möta människor som lider av psykisk ohälsa, del 1 (VFU) (8PYA05 2020-02-03 Lin 938973)",2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,8PYA05
"Att möta människor som lider av psykisk ohälsa, del 1 (VFU) (8PYA05 2020-02-03 Ort 938983)",2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,8PYA05
"Att möta människor som lider av psykisk ohälsa, del 1 (VFU) (8PYA05 2020-02-03 Öre 938979)",2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,8PYA05
"Att möta människor som lider av psykisk ohälsa, del 2 (VFU) (8PYA06 2020-09-28 Jön 1269058)",2020,HT,0.0,0.0,0.0,0.0,0.0,0.0,8PYA06
"Att möta människor som lider av psykisk ohälsa, del 2 (VFU) (8PYA06 2020-09-28 Kar 1269061)",2020,HT,0.0,0.0,0.0,0.0,0.0,0.0,8PYA06
"Att möta människor som lider av psykisk ohälsa, del 2 (VFU) (8PYA06 2020-09-28 Lin 1269055)",2020,HT,0.0,0.0,0.0,0.0,0.0,0.0,8PYA06
"Att möta människor som lider av psykisk ohälsa, del 2 (VFU) (8PYA06 2020-09-28 Ort 1269067)",2020,HT,0.0,0.0,0.0,0.0,0.0,0.0,8PYA06
"Att möta människor som lider av psykisk ohälsa, del 2 (VFU) (8PYA06 2020-09-28 Öre 1269064)",2020,HT,0.0,0.0,0.0,0.0,0.0,0.0,8PYA06
Augmented Information Spaces (TNM104 2020-06-01 Nor 986444),2020,VT,5.0,5.0,5.0,5.0,5.0,5.0,TNM104
"AUO Tvärvetenskapliga ämnesstudier, Ämnesdidaktik och verksamhetsförlagd utbildning (Samläsning) (9TV391 2020-06-01 Lin 1087022)",2020,VT,5.0,5.0,5.0,5.0,5.0,4.67,9TV391
"AUO Tvärvetenskapliga ämnesstudier, Ämnesdidaktik och verksamhetsförlagd utbildning (Samläsning) (9TV391 2021-01-18 Lin 1087241)",2020,HT,5.0,5.0,5.0,5.0,5.0,5.0,9TV391
Automated Planning (Co-learning) (TDDD48 2020-06-01 Lin 1087658),2020,VT,4.67,5.0,5.0,4.67,5.0,4.67,TDDD48
Automatic Control (Co-learning) (TNG028 2020-10-26 Nor 1086885),2020,HT,4.57,4.45,4.55,4.16,4.6,4.36,TNG028
"Autonoma farkoster - planering, reglering och lärande system (Samläsning) (TSFS12 2020-10-26 Lin 1087962)",2020,HT,4.72,4.62,4.57,4.43,4.83,4.54,TSFS12
Avancerad CAD (Samläsning) (TMKT74 2020-03-23 Lin 1087083),2020,VT,4.44,4.38,4.44,3.81,4.67,4.12,TMKT74
Avancerad interaktionsdesign (729A88 2020-10-26 Lin 933829),2020,HT,4.67,4.78,4.56,4.56,4.89,4.56,729A88
Avancerad interaktionsdesign (729A88 2020-10-26 Lin 934348),2020,HT,0.0,0.0,0.0,0.0,0.0,0.0,729A88
Avancerad interaktionsdesign (Samläsning) (TDDD53 2020-10-26 Lin 1087868),2020,HT,4.25,4.0,4.0,3.75,4.12,3.5,TDDD53
"Avancerad kurs i magnetresonanstomografi (MRT), inriktning mot undersökningar av hjärtat: 7,5 hp (8FA263 2020-03-23 Lin 935405)",2020,VT,4.5,4.0,4.5,3.5,4.5,4.5,8FA263
Avancerad kurs i skadeståndsrätt (Samläsning) (747A10 2020-09-14 Lin 1086798),2020,HT,4.43,4.29,4.29,4.43,4.5,4.29,747A10
Avancerad miljödriven produktutveckling (Samläsning) (TKMJ46 2020-10-26 Lin 1087861),2020,HT,4.45,4.55,3.45,4.27,3.73,4.18,TKMJ46
Avancerad programmering i C++ (Samläsning) (TDDD38 2021-01-11 Lin 1086748),2020,HT,4.81,4.56,4.81,4.67,4.81,4.64,TDDD38
Avancerad statistik (729A25 2020-06-01 Lin 1265690),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,729A25
Avslutande verksamhetsförlagd utbildning (972A10 2020-03-30 Lin 946182),2020,VT,4.67,4.08,4.5,4.5,4.55,4.5,972A10
Avslutande verksamhetsförlagd utbildning (972A10 2020-03-30 Nor 946194),2020,VT,4.75,4.88,4.88,4.75,4.75,4.75,972A10
Avslutande verksamhetsförlagd utbildning (973A26 2020-03-30 Lin 946178),2020,VT,4.83,4.5,4.17,4.5,4.33,4.17,973A26
Avslutande verksamhetsförlagd utbildning (Samläsning) (9AVFU3 2020-03-30 Lin 1009916),2020,VT,4.29,4.29,3.88,4.19,4.35,4.12,9AVFU3
Avslutande verksamhetsförlagd utbildning (Samläsning) (9AVFU6 2020-10-19 Lin 1265908),2020,HT,3.8,3.1,3.6,3.73,4.0,3.36,9AVFU6
Avslutande verksamhetsförlagd utbildning: förskola (970A06 2020-10-19 Nor 945739),2020,HT,4.78,4.62,4.42,4.56,4.66,4.44,970A06
Avslutningskurs för kognitionsvetenskap på grundnivå (729G41 2020-06-01 Lin 934994),2020,VT,3.5,3.25,3.75,3.5,3.5,3.25,729G41
Avtalsrätt med skadestånds- och försäkringsrätt (Samläsning) (747G68 2020-06-01 Lin 1087274),2020,VT,2.76,2.68,3.24,2.05,2.88,2.47,747G68
Bachelor Thesis (723G52 2020-06-01 Lin 928748),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,723G52
Banking and Finance Law (747A49 2020-09-14 Lin 1266645),2020,HT,4.8,4.6,4.8,4.4,4.8,4.4,747A49
Banking and Finance Law (747A49 2020-09-14 Lin 1266648),2020,HT,0.0,0.0,0.0,0.0,0.0,0.0,747A49
"Banking and Finance Law (Co-learning) (747A50, 747A48 2020-09-14 Lin 933323)",2020,HT,5.0,5.0,5.0,5.0,5.0,5.0,747A50
"Banking and Finance Law (Co-learning) (747A50, 747A48 2020-09-14 Lin 933323)",2020,HT,5.0,5.0,5.0,5.0,5.0,5.0,747A48
Barn och unga: deras livsvillkor och välfärdsstatens institutioner (745A38 2021-01-18 Nor 931060),2020,HT,0.0,0.0,0.0,0.0,0.0,0.0,745A38
Barn och unga: deras livsvillkor och välfärdsstatens institutioner (745A40 2021-01-18 Nor 935332),2020,HT,4.18,3.91,3.73,3.82,4.1,4.0,745A40
"Barn och ungdomar som utmanar skolan (Samläsning) (921A01, 949A05 2020-06-01 Lin 799804)",2020,VT,4.5,4.5,4.5,4.0,4.5,4.5,921A01
"Barn och ungdomar som utmanar skolan (Samläsning) (921A01, 949A05 2020-06-01 Lin 799804)",2020,VT,4.5,4.5,4.5,4.0,4.5,4.5,949A05
Barn- och ungdomslitteratur (716G21 2020-08-10 Lin 931732),2020,VT,4.53,4.59,4.65,4.12,4.65,4.24,716G21
Barn- och ungdomspsykiatri (8FG038 2020-06-01 Lin 714403),2020,VT,4.8,4.4,4.6,4.8,4.8,4.8,8FG038
Barnlitteratur (716G19 2020-04-27 Lin 928416),2020,VT,5.0,4.33,4.67,5.0,5.0,4.67,716G19
Barnmisshandel och sexuella övergrepp (8FG073 2020-10-21 Lin 937117),2020,HT,4.38,4.62,4.75,4.5,4.62,4.0,8FG073
"Barns och ungdomars livsvillkor, hälsa och ohälsa (8SSA03 2020-10-23 Lin 1268612)",2020,HT,3.75,3.33,4.42,3.33,4.0,3.75,8SSA03
"Barns och ungdomars livsvillkor, hälsa och ohälsa (8SSA03 2020-10-23 Nyk 1268615)",2020,HT,3.83,3.17,3.67,3.33,3.83,3.33,8SSA03
"Barns språkliga utveckling och kommunikation 1, Språk som form, interaktivt medel och medierande redskap (970G40 2020-10-05 Hul 1097541)",2020,HT,5.0,4.0,4.0,3.0,4.0,4.0,970G40
"Barns språkliga utveckling och kommunikation 1, Språk som form, interaktivt medel och medierande redskap (970G40 2020-10-05 Nor 942990)",2020,HT,3.16,2.73,3.08,2.19,2.97,2.27,970G40
"Barns språkliga utveckling och kommunikation 1, Språk som form, interaktivt medel och medierande redskap (970G40 2020-10-05 Vim 1097539)",2020,HT,3.0,3.0,4.0,3.0,3.0,3.0,970G40
"Barns språkliga utveckling och kommunikation 1, Språk som form, interaktivt medel och medierande redskap (970G40 2020-10-05 Väs 1097537)",2020,HT,3.75,2.75,3.42,2.5,3.42,2.5,970G40
"Barns språkliga utveckling och kommunikation 2, Grundläggande läs- och skrivlärande (970G15 2020-06-01 Nor 944497)",2020,VT,4.24,3.67,4.14,2.9,3.9,3.62,970G15
Basic Logistics Algorithms (Co-learning) (TNSL20 2020-10-26 Nor 1087449),2020,HT,5.0,4.6,4.8,4.4,4.75,4.2,TNSL20
Bayesian Learning (732A73 2020-06-01 Lin 928932),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,732A73
Bayesian Learning (732A91 2020-06-01 Lin 934446),2020,VT,4.81,4.81,4.88,4.81,4.88,4.85,732A91
Bayesian Learning (Co-learning) (TDDE07 2020-06-01 Lin 1086969),2020,VT,4.8,4.8,4.8,4.6,5.0,5.0,TDDE07
Bayesiansk statistik (732G43 2021-01-18 Lin 1269544),2020,HT,4.62,4.62,4.38,4.25,4.5,4.38,732G43
"Bedöma, värdera och mäta elevers kunskap och lärande (Samläsning) (950A06, 942A05 2020-06-01 Lin 799902)",2020,VT,4.8,3.6,4.6,4.2,4.8,4.2,950A06
"Bedöma, värdera och mäta elevers kunskap och lärande (Samläsning) (950A06, 942A05 2020-06-01 Lin 799902)",2020,VT,4.8,3.6,4.6,4.2,4.8,4.2,942A05
Bedömning och betygssättning (976G05 2020-03-23 Lin 944576),2020,VT,4.8,4.9,4.8,4.7,4.9,4.4,976G05
Bedömning och betygssättning (Samläsning) (976G05 2020-06-01 Lin 1087686),2020,VT,4.33,4.5,4.5,4.17,4.67,4.33,976G05
Bedömning och betygssättning i didaktiska processer (Samläsning) (9KPA09 2020-10-19 Lin 1087041),2020,HT,4.65,4.3,4.42,4.1,4.58,4.45,9KPA09
Bedömning och betygssättning i didaktiska processer (Samläsning) (9VAA09 2020-06-01 Lin 1097899),2020,VT,4.51,4.24,4.54,4.39,4.37,4.17,9VAA09
Bedömning och betygssättning i didaktiska processer (Samläsning) (9VAA09 2020-10-19 Lin 1087234),2020,HT,4.23,3.96,4.06,3.75,4.06,3.67,9VAA09
Bedömning och handläggning av komplexa omvårdnadssituationer i kirurgisk vård (8KIA06 2020-05-25 Lin 570280),2020,VT,4.25,4.5,4.75,4.25,5.0,4.5,8KIA06
Bedömning och handläggning av komplexa omvårdnadssituationer i kirurgisk vård (VFU) (8KIA06 2020-02-03 Lin 570280),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,8KIA06
Bedömning och handläggning av komplexa omvårdnadssituationer inom medicinsk vård (VFU) (8MIA09 2020-02-03 Lin 715638),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,8MIA09
Bedömning och handläggning av komplexa omvårdnadssituationer inom medicinsk vård (VFU) (8MIA09 2020-09-14 Lin 715638),2020,HT,0.0,0.0,0.0,0.0,0.0,0.0,8MIA09
"Beginner’s Course in Swedish for Exchange Students, level A1 (921G31 2020-06-13 Lin 940619)",2020,VT,4.67,4.33,4.67,4.33,4.0,4.33,921G31
"Beginner’s Course in Swedish for Exchange Students, level A1 (921G31 2020-12-14 Lin 1088412)",2020,HT,4.29,3.43,4.0,3.57,4.29,3.71,921G31
"Beginner’s Course in Swedish for Exchange Students, level A2 (921G32 2020-12-14 Lin 1088410)",2020,HT,4.0,3.0,4.0,3.0,5.0,4.0,921G32
"Beginners Course in Swedish, level 1 (THSV08 2020-06-01 Lin 1266853)",2020,VT,4.67,4.62,4.65,4.52,4.76,4.62,THSV08
"Beginners Course in Swedish, level 1 (THSV08 2021-01-11 Lin 1266856)",2020,HT,4.55,4.24,4.58,4.24,4.65,4.4,THSV08
"Beginners Course in Swedish, level 2 (THSV09 2020-06-01 Lin 1266859)",2020,VT,3.8,3.6,4.2,3.6,4.0,3.8,THSV09
"Beginners Course in Swedish, level 2 (THSV09 2021-01-11 Lin 1266862)",2020,HT,3.33,3.0,4.25,2.67,4.33,3.22,THSV09
Behavioral Neurobiology (NBID54 2021-01-11 Lin 984775),2020,HT,4.42,4.5,4.0,3.75,4.55,4.0,NBID54
Behaviour Genetics (NBID65 2021-01-11 Lin 984773),2020,HT,3.22,3.0,3.33,3.1,4.12,3.1,NBID65
"Behavioural Economics (Co-learning) (770G03, 770G04 2020-06-01 Lin 928967, 1102930)",2020,VT,4.83,4.33,4.75,4.0,4.17,4.17,770G03
"Behavioural Economics (Co-learning) (770G03, 770G04 2020-06-01 Lin 928967, 1102930)",2020,VT,4.83,4.33,4.75,4.0,4.17,4.17,770G04
Behavioural Mechanisms in the Social Sciences (771A13 2021-01-18 Nor 1349912),2020,HT,3.33,2.33,4.33,2.67,2.33,3.0,771A13
"Behavioural Mechanisms in the Social Sciences (Co-learning) (771A14, 771A13 2021-01-18 Nor 932408)",2020,HT,3.55,3.0,3.25,3.05,3.45,3.05,771A14
"Behavioural Mechanisms in the Social Sciences (Co-learning) (771A14, 771A13 2021-01-18 Nor 932408)",2020,HT,3.55,3.0,3.25,3.05,3.45,3.05,771A13
Behålla medarbetare ur ett strategiskt perspektiv (759A22 2021-01-04 Lin 933806),2020,HT,4.4,4.6,4.6,4.6,4.2,4.2,759A22
Behörighetsgivande kurs i svenska (761G30 2020-06-01 Lin 704624),2020,VT,3.5,3.5,3.25,3.25,3.5,3.5,761G30
"Behörighetsgivande kurs i svenska, termin 1 (761G33 2020-06-01 Lin 928707)",2020,VT,4.0,4.2,4.2,3.4,4.8,3.8,761G33
"Behörighetsgivande kurs i svenska, termin 1 (761G33 2021-01-18 Lin 933499)",2020,HT,4.55,4.18,4.45,4.36,4.45,4.18,761G33
"Behörighetsgivande kurs i svenska, termin 2 (761G32 2021-01-18 Lin 931772)",2020,HT,4.33,4.0,4.17,4.33,4.17,3.83,761G32
"Bergspredikan: Jesus, lycka och mänskligt blomstrande (790G77 2021-01-18 Lin 932458)",2020,HT,5.0,4.8,4.8,4.8,4.8,4.4,790G77
Beräkningsmatematik (Samläsning) (TANA21 2020-10-26 Lin 1087609),2020,HT,4.89,4.72,4.67,4.54,4.8,4.48,TANA21
Beräkningsmatematik (TANA22 2020-10-26 Lin 986045),2020,HT,5.0,4.75,5.0,4.75,5.0,4.75,TANA22
Beräkningsmetoder för ordinära och partiella differentialekvationer (Samläsning) (TANA31 2020-06-01 Lin 1087375),2020,VT,4.0,3.0,4.0,4.0,4.0,4.0,TANA31
Beräkningsmetoder för teknik och naturvetenskap (TNA009 2021-01-11 Nor 993707),2020,HT,4.67,4.89,4.78,4.5,4.44,4.11,TNA009
Beräkningsmetoder i strömningslära (Samläsning) (TMMV08 2020-03-23 Lin 1087347),2020,VT,3.67,3.33,3.0,2.67,3.44,3.22,TMMV08
"Beräkningsmetoder i strömningslära, fk (Samläsning) (TMMV07 2020-06-01 Lin 1086805)",2020,VT,4.18,4.27,4.36,3.91,4.4,3.82,TMMV07
"Beskattningsrätt, grundkurs (Samläsning) (747G55, 747G35 2020-10-19 Lin 933284)",2020,HT,4.33,4.5,4.33,3.5,4.33,4.0,747G55
"Beskattningsrätt, grundkurs (Samläsning) (747G55, 747G35 2020-10-19 Lin 933284)",2020,HT,4.33,4.5,4.33,3.5,4.33,4.0,747G35
"Beskattningsrätt, halvfart (747G91 2020-06-01 Lin 920118)",2020,VT,3.0,3.5,3.5,4.0,4.0,3.5,747G91
Beslutsmodeller (Samläsning) (TNSL18 2020-06-01 Nor 1086974),2020,VT,3.82,3.47,3.5,2.72,3.53,3.28,TNSL18
Beteendeekologi och praktisk etologi (NBIC61 2020-03-16 Lin 1098436),2020,VT,3.33,4.0,3.67,3.33,5.0,3.0,NBIC61
Beteendevetenskaplig grundkurs (759G46 2020-06-01 Lin 704070),2020,VT,4.0,3.5,4.12,3.38,3.5,3.75,759G46
Beteendevetenskaplig grundkurs (759G46 2020-06-01 Lin 927853),2020,VT,3.0,2.67,2.83,1.5,2.8,2.5,759G46
Beteendevetenskaplig grundkurs (759G46 2021-01-18 Lin 927853),2020,HT,3.62,3.5,3.62,2.5,3.38,3.38,759G46
Beteendevetenskaplig grundkurs (759G46 2021-01-18 Lin 931594),2020,HT,4.38,4.12,4.18,3.94,4.53,4.12,759G46
Beteendevetenskaplig grundkurs (Manuell) (759G46 2020-02-17 Lin 927853),2020,VT,3.0,4.0,4.0,2.0,3.67,3.33,759G46
Beteendevetenskaplig grundkurs (Manuell) (759G46 2020-02-21 Lin 704070),2020,VT,4.0,3.57,4.43,3.86,4.0,3.71,759G46
Beteendevetenskaplig grundkurs (Manuell) (759G46 2020-03-23 Lin 927853),2020,VT,3.6,3.6,3.8,3.2,3.8,3.4,759G46
Beteendevetenskaplig grundkurs (Manuell) (759G46 2020-03-27 Lin 704070),2020,VT,3.75,3.5,3.5,2.88,3.62,3.06,759G46
Beteendevetenskaplig grundkurs (Manuell) (759G46 2020-04-27 Lin 927853),2020,VT,3.0,2.5,3.17,2.0,3.33,3.0,759G46
Beteendevetenskaplig grundkurs (Manuell) (759G46 2020-05-01 Lin 704070),2020,VT,3.71,3.62,3.88,2.88,3.88,3.38,759G46
Beteendevetenskaplig grundkurs (Manuell) (759G46 2020-09-21 Lin 927853),2020,HT,3.5,2.5,2.5,2.5,3.5,3.0,759G46
Beteendevetenskaplig grundkurs (Manuell) (759G46 2020-10-26 Lin 927853),2020,HT,3.88,3.62,3.88,3.12,3.75,3.62,759G46
Beteendevetenskaplig grundkurs (Manuell) (759G46 2020-11-30 Lin 927853),2020,HT,4.0,4.0,4.33,3.75,3.75,4.25,759G46
Beteendevetenskapligt personalarbete - en introduktion och integration (759G57 2020-06-01 Lin 705210),2020,VT,3.35,3.19,2.88,2.42,3.32,2.77,759G57
Betongkonstruktioner (TNBI99 2020-06-01 Nor 989134),2020,VT,4.0,4.25,4.5,3.75,4.5,4.0,TNBI99
Bibelvetenskap I: En introduktion till Bibeln (790G39 2020-11-23 Lin 932003),2020,HT,0.0,0.0,0.0,0.0,0.0,0.0,790G39
Bibelvetenskap III: Jesus och evangelierna med grekiska (790G41 2020-06-01 Ort 928598),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,790G41
Bibelvetenskap III: Jesus och evangelierna utan grekiska (790G43 2020-06-01 Ort 928589),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,790G43
Big Data Analytics (732A54 2020-06-01 Lin 934438),2020,VT,2.8,2.52,2.83,2.16,3.04,2.6,732A54
Big Data Analytics (Co-learning) (TDDE31 2020-06-01 Lin 1087016),2020,VT,3.73,3.45,3.55,2.82,4.2,3.27,TDDE31
"Big Data: Social Processes and Ethical Issues (Co-learning) (771A34, 771A33 2021-01-18 Nor 933313)",2020,HT,3.69,3.25,3.75,3.5,4.0,3.75,771A34
"Big Data: Social Processes and Ethical Issues (Co-learning) (771A34, 771A33 2021-01-18 Nor 933313)",2020,HT,3.69,3.25,3.75,3.5,4.0,3.75,771A33
Bild 1 (971G10 2021-01-18 Nor 943008),2020,HT,2.57,2.5,3.14,1.79,2.85,2.14,971G10
Bild 1 (973G42 2021-01-18 Lin 944545),2020,HT,4.5,4.0,5.0,4.0,4.5,3.5,973G42
Bild 2 (971G13 2020-10-19 Nor 944523),2020,HT,3.69,3.54,3.54,3.08,3.77,3.23,971G13
Bild 2 (973A25 2020-10-19 Nor 945788),2020,HT,4.0,4.0,4.0,3.0,4.0,4.0,973A25
Bild- och ljudkodning (Samläsning) (TSBK02 2020-06-01 Lin 1086991),2020,VT,5.0,5.0,5.0,4.0,5.0,5.0,TSBK02
"Bild, verksamhetsförlagd utbildning (971G42 2020-01-20 Nor 944525)",2020,VT,4.0,5.0,4.5,4.5,4.0,3.5,971G42
Bildbehandling och bildanalys (TNM087 2021-01-11 Nor 988799),2020,HT,4.45,4.45,4.2,4.0,4.5,4.27,TNM087
"Bilder och grafik, projektkurs, CDIO (Samläsning) (TSBB11 2021-01-11 Lin 1087258)",2020,HT,4.5,4.3,4.6,3.1,4.5,4.1,TSBB11
Bildproduktion (TNGD44 2021-01-11 Nor 985949),2020,HT,4.69,4.62,4.75,4.46,4.7,4.38,TNGD44
Bildreproduktion och bildkvalitet (TNM097 2020-03-23 Nor 1001539),2020,VT,5.0,5.0,5.0,5.0,5.0,5.0,TNM097
Bildsensorer (Samläsning) (TSBB09 2021-01-11 Lin 1087736),2020,HT,4.55,4.27,4.36,4.0,4.64,4.45,TSBB09
Bildteknik (TNM089 2020-10-26 Nor 1001529),2020,HT,4.33,4.67,4.0,4.5,5.0,4.0,TNM089
"BIM-projekt, del 1 (TNBJ04 2021-01-11 Nor 1102087)",2020,HT,4.25,3.75,4.25,3.75,4.25,3.62,TNBJ04
Biochemistry and Cell Biology (Co-learning) (TBME03 2021-01-11 Lin 1087118),2020,HT,5.0,4.81,4.95,4.9,4.75,4.71,TBME03
Biochemistry and Organic Chemistry (Co-learning) (8BKG26 2020-03-05 Lin 1103142),2020,VT,3.92,3.83,4.17,3.92,4.0,3.92,8BKG26
Biofuels for Transportation (Co-learning) (TKMJ31 2020-10-26 Lin 1087341),2020,HT,4.14,4.0,4.37,3.96,4.35,4.0,TKMJ31
Bioinformatics (732A51 2021-01-11 Lin 1268339),2020,HT,4.0,4.0,4.0,4.0,5.0,5.0,732A51
Bioinformatics (732A51 2021-01-11 Lin 932462),2020,HT,2.0,2.0,3.0,3.0,3.0,3.0,732A51
Bioinformatics (Co-learning) (TFTB45 2020-10-26 Lin 1087297),2020,HT,3.4,3.45,3.72,3.1,3.88,2.9,TFTB45
Bioinformatics and Statistics (Co-learning) (8BKG37 2020-12-12 Lin 1095749),2020,HT,3.38,3.33,3.89,3.33,4.17,3.33,8BKG37
Biokemi (TFKI09 2021-01-11 Lin 985823),2020,HT,4.67,4.67,4.67,4.17,4.25,4.0,TFKI09
Biokemi 1 (Samläsning) (NKEA08 2021-01-11 Lin 1086834),2020,HT,4.71,4.58,4.67,4.38,4.63,4.53,NKEA08
Biokemi 2 (Samläsning) (TFKE36 2020-06-01 Lin 1087489),2020,VT,3.52,3.39,4.0,2.77,3.79,3.26,TFKE36
Biologi (1-15 hp) (91BI11 2020-03-23 Lin 942886),2020,VT,3.75,4.0,4.25,3.75,4.67,4.0,91BI11
Biologi (1-15 hp) (Samläsning) (91BI17 2020-03-23 Lin 1087639),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,91BI17
Biologi (1-15 hp) (Samläsning) (92BI11 2020-03-23 Lin 1086734),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,92BI11
Biologi (1-15 hp) (Samläsning) (92BI17 2020-03-23 Lin 1087211),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,92BI17
